old_section,old_title,start_line,end_line,source_lines,rewrite_pass,source_role,locked_marker,rationale_present,migration,target,migration_status,notes
179,Next Architecture Stage,6127,6167,41,6,PROJECT_ROADMAP / HISTORICAL_DESIGN_SEQUENCE,no,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed) / archived legacy contract,PENDING,"Describes what design work should happen next, not the resulting architecture."
180,"Transaction, MVCC, Locking, WAL, Recovery, and Vacuum Contract",6168,6207,40,7,SUBSYSTEM_CONTRACT_INTRODUCTION,yes,no,MERGE_INTO_PART_INTRODUCTION,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Use as subsystem framing; do not retain a second independent contract layer.
181,Architecture Refinement: No Physical User-Transaction Undo,6208,6287,80,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
182,Reserved Transaction IDs,6288,6315,28,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
183,Durable Transaction-ID Reservation,6316,6349,34,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
184,Transaction Object,6350,6382,33,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
185,Isolation Levels,6383,6413,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
186,Command IDs,6414,6445,32,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
187,Snapshot Representation,6446,6507,62,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
188,Snapshot Capture Synchronization,6508,6540,33,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
189,READ COMMITTED Snapshots,6541,6564,24,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
190,REPEATABLE READ Snapshots,6565,6590,26,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
191,Transaction Status Store,6591,6622,32,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
192,Transaction Status Page Mapping,6623,6650,28,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
193,Transaction Status Lookup,6651,6684,34,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
194,Commit Status Publication,6685,6714,30,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
195,Abort Status Publication,6715,6744,30,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
196,Read-Only Transactions,6745,6765,21,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
197,Tuple Visibility: Creator Rule,6766,6810,45,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
198,Tuple Visibility: Deleter Rule,6811,6883,73,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
199,Visibility Algorithm Summary,6884,6903,20,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
200,Hint Cleanup,6904,6943,40,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
201,Logical Lock Types,6944,6969,26,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
202,Tuple Write Lock Key,6970,6987,18,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
203,Critical Lock/Latch Rule,6988,7018,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
204,UPDATE / DELETE Write Conflict Protocol,7019,7058,40,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
205,READ COMMITTED Write Conflict Behavior,7059,7087,29,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
206,REPEATABLE READ Write Conflict Behavior,7088,7103,16,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
207,Lost-Update Prevention,7104,7125,22,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
208,Unique-Key Lock Key,7126,7142,17,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
209,Unique-Key Lock Protocol,7143,7166,24,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
210,Unique Check Semantics,7167,7184,18,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
211,Lock Duration,7185,7202,18,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
212,Lock Table,7203,7233,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
213,Deadlock Detection,7234,7262,29,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
214,B+ Tree Latches Are Not LockManager Locks,7263,7282,20,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
215,WAL Physical Organization,7283,7318,36,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
216,WAL Record Alignment,7319,7341,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
217,WAL Record Header,7342,7376,35,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
218,Per-Transaction WAL Chain,7377,7411,35,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
219,WAL Record Types,7412,7440,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
220,PAGE_DELTA Record,7441,7481,41,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
221,PAGE_INIT Record,7482,7504,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
222,Torn-Page Protection,7505,7528,24,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
223,Full-Page Image Semantics,7529,7557,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
224,Why Full-Page Images Are Checkpoint-Epoch Based,7558,7583,26,8,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
225,B+ Tree Mini-Transactions,7584,7611,28,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
226,Atomic BTREE_MTR WAL Record,7612,7642,31,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
227,B+ Mini-Transaction No-Flush Barrier,7643,7682,40,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
228,B+ Tree Changes Survive User Abort,7683,7709,27,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
229,Heap WAL Ordering Relative to Index WAL,7710,7728,19,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
230,WAL Buffer,7729,7763,35,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
231,WAL Writer / Flusher,7764,7786,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
232,Group Commit,7787,7815,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
233,Commit Coordinator,7816,7838,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
234,Synchronous Commit,7839,7860,22,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
235,Dirty Page recLSN,7861,7897,37,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
236,WAL-Before-Data Restatement,7898,7926,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
237,Database Control File,7927,7970,44,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
238,Control File Update Frequency,7971,7984,14,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
239,Fuzzy Checkpoint Goal,7985,7996,12,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
240,Checkpoint Protocol,7997,8018,22,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
241,Dirty-Page Table Checkpoint Entry,8019,8037,19,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
242,Active Writer Transaction Checkpoint Entry,8038,8056,19,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
243,Checkpoint Data Chunking,8057,8079,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
244,Checkpoint Redo Start,8080,8102,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
245,WAL Recycling,8103,8125,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
246,Recovery Startup: WAL Tail Validation,8126,8142,17,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
247,Recovery Phase 1: Analysis,8143,8185,43,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
248,Recovery Phase 2: Redo,8186,8219,34,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
249,Redo and Corrupt/Torn Data Pages,8220,8243,24,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
250,Recovery Phase 3: Loser Resolution,8244,8266,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
251,No CLRs in v1 User-DML Recovery,8267,8282,16,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
252,Recovery of Transaction Status Pages,8283,8302,20,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
253,Recovery of Approximate Metadata,8303,8324,22,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
254,Recovery Completion,8325,8348,24,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
255,Crash-Recovery Correctness Principle,8349,8382,34,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
256,Vacuum Global Visibility Horizon,8383,8406,24,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
257,Why Active Transactions Alone Are Not the Vacuum Horizon,8407,8432,26,9,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
258,Tuple Version Garbage Eligibility,8433,8464,32,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
259,Vacuum Treatment of In-Progress Metadata,8465,8481,17,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
260,Two-Phase Physical RID Reclamation,8482,8519,38,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
261,Read Epoch Manager,8520,8552,33,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
262,Why Snapshot Visibility Alone Is Not Enough for RID Reuse,8553,8574,22,9,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
263,DEAD Slot Persistence Across Crash,8575,8591,17,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
264,Vacuum Index-Cleanup Protocol,8592,8619,28,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
265,Vacuum Version-Chain Splicing,8620,8650,31,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
266,Vacuum and Concurrent Updates,8651,8677,27,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
267,DEAD to UNUSED Transition,8678,8697,20,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
268,Vacuum Handling of Aborted `xmax`,8698,8720,23,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
269,Freezing Ancient Live Tuples,8721,8745,25,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
270,Transaction Status Truncation,8746,8771,26,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
271,Vacuum and B+ Tree Garbage,8772,8796,25,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
272,Vacuum and FSM,8797,8812,16,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
273,Vacuum and Statistics,8813,8833,21,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
274,Manual Vacuum First,8834,8856,23,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §14 — Vacuum and Storage Reclamation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
275,Transaction + Index + Heap INSERT Protocol,8857,8888,32,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §15 — Transactional Write Protocols,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
276,Transaction + Index + Heap UPDATE Protocol,8889,8927,39,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §15 — Transactional Write Protocols,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
277,Transaction + Heap DELETE Protocol,8928,8955,28,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §15 — Transactional Write Protocols,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
278,Transaction COMMIT Protocol,8956,8981,26,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §15 — Transactional Write Protocols,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
279,Transaction ABORT Protocol,8982,9004,23,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §15 — Transactional Write Protocols,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
280,Statement Retry Boundary,9005,9021,17,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §15 — Transactional Write Protocols,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
281,Error Categories,9022,9044,23,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §39 — Error and Corruption Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
282,Transaction Observability,9045,9094,50,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §40 — Observability and EXPLAIN,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
283,Transaction Debug Introspection,9095,9118,24,9,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §40 — Observability and EXPLAIN,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
284,Crash Injection Framework,9119,9143,25,9,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
