old_section,old_title,start_line,end_line,source_lines,rewrite_pass,source_role,locked_marker,rationale_present,migration,target,migration_status,notes
131,Leaf Sibling Links on Split,4865,4897,33,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Persistent bidirectional leaf-link split update and last_leaf handling migrated to §8.13.1.
132,Internal Split,4898,4937,40,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Byte-balanced internal promotion/removal semantics migrated to §8.14.
133,Root Split and Contraction,4938,4969,32,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Root split, internal-root contraction, and persistent empty leaf-root behavior migrated to §8.15."
134,Occupancy and Underflow,4970,5006,37,6,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Byte occupancy formula, ~25% soft underflow threshold and rationale migrated to §8.16."
135,Redistribution and Merge Policy,5007,5023,17,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Redistribution-before-merge policy, parent propagation and separator update rules migrated to §8.17."
136,Leaf Merge,5024,5052,29,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Deterministic right-into-left leaf merge, sibling/superblock update, parent removal and retirement migrated to §8.17.1."
137,Internal Rebalancing,5053,5070,18,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Internal rebalance conceptual child+separator semantics migrated to §8.17.2.
138,Tree-Local Free Page List,5071,5105,35,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_WITH_FORMAT_GAP_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Tree-local free-page list/allocation and BTREE_FREE next pointer migrated to §8.18; exact free-page payload layout remains R-014.
139,Safe Page Reuse,5106,5121,16,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Safe page-reuse detachment/latch/no-stale-reference conditions migrated to §8.18.1.
140,Point Lookup Concurrency,5122,5143,22,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Read latch coupling migrated to §8.19.1.
141,Write Concurrency,5144,5176,33,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Top-down write crabbing and insert/delete safety definitions migrated to §8.19.2.
142,Root Metadata Synchronization,5177,5193,17,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Small root metadata latch and short normal-traversal hold time migrated to §8.19.3.
143,Latch Ordering,5194,5225,32,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Parent-before-child vertical and left-to-right leaf horizontal latch order/restart rule migrated to §8.19.4.
144,Forward Range Scan,5226,5244,19,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Forward cursor guard/slot/bound state and view lifetime migrated to §8.20.
145,Leaf Handoff During Range Scan,5245,5261,17,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Latch-coupled leaf handoff and next-page validation/reuse safety migrated to §8.20.
146,Reverse Scans,5262,5281,20,6,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,CONSOLIDATED_DEFERRED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Persistent prev links retained; native reverse scans deferred in §8.20.1 and Appendix C.
147,B+ Tree API Boundary,5282,5313,32,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Physical B+ operation boundary and non-ownership of SQL/MVCC/unique policy migrated to §8.21.
148,IndexKeyCodec Boundary,5314,5338,25,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. IndexKeyCodec responsibility boundary migrated to §8.21.
149,Duplicate SQL Keys,5339,5356,18,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Physical duplicate-user-key legality and RID ordering even for UNIQUE indexes migrated to §8.22.
150,Unique Index Enforcement,5357,5394,38,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_BOUNDARY_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Transactional uniqueness shape migrated to §8.22.1 without importing later LockManager details.
151,UNIQUE and NULL,5395,5411,17,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Any-NULL-component UNIQUE duplicate allowance and normal physical storage migrated to §8.22.1.
152,MVCC Interaction,5412,5449,38,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Heap-owned MVCC visibility after B+ candidate/RID fetch migrated to §8.22.2.
153,Index-Only Scans,5450,5464,15,6,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,CONSOLIDATED_DEFERRED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Index-only scans remain deferred in §8.22.2 and Appendix C.
154,UPDATE and DELETE Interaction,5465,5494,30,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. UPDATE new-RID/new-entry and DELETE deferred physical cleanup migrated to §8.23.
155,Vacuum Index Cleanup,5495,5508,14,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Vacuum exact Erase(key,RID) cleanup migrated to §8.23."
156,HOT-Like Optimization,5509,5520,12,6,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,CONSOLIDATED_DEFERRED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. HOT-like optimization remains deferred in §8.23/Appendix C.
157,Index Scan Cost Awareness,5521,5543,23,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_CROSS_CHAPTER_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Secondary-index random heap-I/O cost awareness and later improvement directions migrated to §8.24.
158,Prefix Compression,5544,5575,32,6,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,CONSOLIDATED_DEFERRED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Separator/leaf compression techniques consolidated in Appendix C and §8.6.
159,Internal and Leaf Search Performance,5576,5602,27,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Binary search hot path and sequential post-start range iteration migrated to §8.11.
160,Root/Internal Page Caching,5603,5616,14,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Root/internal pages stay ordinary BufferPool pages; no second cache migrated to §8.24.
161,Structural Modification vs User Transaction,5617,5661,45,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_WITH_LATER_REFINEMENT_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Logical-vs-structural distinction migrated to §8.25; older suggestion that a logical index insert may be undone is superseded by later no-physical-user-DML-undo architecture and recorded as R-016.
162,WAL Direction for Structural Operations,5662,5689,28,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_WITH_LATER_REFINEMENT_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Structural changes as recovery-safe system actions migrated to §8.25; exact B+ MTR/WAL protocol remains owned by later durability pass.
163,Page LSN and WAL Ordering,5690,5717,28,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. All listed B+ mutations participate in page-LSN/WAL-before-data rules via BufferPool in §8.25.1.
164,Structural Publication Invariant,5718,5736,19,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initialize-before-publish and runtime latch/publication invariant migrated to §8.26.
165,Page Validation,5737,5761,25,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_WITH_FORMAT_GAP_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Minimum page validation and controlled-corruption rule migrated to §8.27; missing exact B+ version/header/flags/reserved rules remain R-014.
166,Full Tree Verifier,5762,5786,25,6,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MIGRATED_PASS6,Preserve normative semantics; reorganize into the canonical subsystem chapter. Complete 12-item tree verifier contract migrated to §8.28.
167,B+ Tree Milestone 1,5787,5811,25,6,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),MOVED_OUT_PASS6,Implementation sequence and milestone targets are project planning rather than system architecture. B+ Milestone 1 implementation sequencing removed from architecture and preserved in legacy source pending DEVELOPMENT.md.
168,B+ Tree Milestone 2,5812,5831,20,6,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),MOVED_OUT_PASS6,Implementation sequence and milestone targets are project planning rather than system architecture. B+ Milestone 2 implementation sequencing removed from architecture and preserved in legacy source pending DEVELOPMENT.md.
169,B+ Tree Milestone 3,5832,5849,18,6,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),MOVED_OUT_PASS6,Implementation sequence and milestone targets are project planning rather than system architecture. B+ Milestone 3 implementation sequencing removed from architecture and preserved in legacy source pending DEVELOPMENT.md.
170,Required Deterministic Tests,5850,5885,36,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Architectural deterministic structural/key-format verification obligations migrated to §41.2; milestone test recipe remains outside contract.
171,Duplicate Stress Test,5886,5905,20,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Duplicate-spanning-leaves physical-order verification migrated to §41.2.
172,Randomized Tests,5906,5934,29,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Randomized sorted-oracle/reopen/reproducible-seed requirements migrated to §41.2.
173,Concurrent Tests,5935,5954,20,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Concurrent stress/deadlock/tiny-buffer obligations migrated to §41.2.
174,B+ Tree Benchmarks,5955,6011,57,6,PERFORMANCE_VERIFICATION,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §42 — Performance Requirements + VERIFICATION.md (proposed),SPLIT_PERFORMANCE_PASS6,Keep required performance properties/metrics; move benchmark procedures/checklists to verification documentation. B+ benchmark metrics/key-shapes/hot-vs-larger-than-buffer dimensions migrated to §42.1; procedural benchmark plan remains outside architecture.
175,Deliberately Deferred B+ Tree Features,6012,6039,28,6,DEFERRED_SCOPE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,CONSOLIDATED_DEFERRED_PASS6,Preserve explicitly deferred functionality as a scope boundary and consolidate it by subsystem. Deferred B+ feature set consolidated into Appendix C.
176,First Post-Correctness Optimization Candidates,6040,6058,19,6,FUTURE_EXPERIMENTS / RATIONALE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,CONSOLIDATED_FUTURE_PASS6,Preserve future experiment ideas without presenting them as current v1 requirements. Future post-correctness B+ experiments consolidated into Appendix C without implementation-order/tuning instructions.
177,B+ Tree Invariants,6059,6087,29,6,ARCHITECTURAL_INVARIANTS,yes,no,MERGE_AND_DEDUPLICATE,ARCHITECTURE_NEW.md §B — Global Invariants,MIGRATED_INVARIANTS_PASS6,Preserve every invariant; colocate subsystem-specific invariants with their owning chapters where useful. All 20 legacy B+ invariants preserved/expanded in §8.29 with AI-specific wording removed.
178,Decisions Added by the B+ Tree Architecture,6088,6126,39,6,ARCHITECTURE_DECISION_SUMMARY,yes,no,MERGE_AND_DEDUPLICATE,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MERGED_DEDUP_PASS6,Decision summaries duplicate detailed contracts; preserve unique rationale and ensure each decision has one canonical definition. B+ decision-summary items verified against canonical §8 and deduplicated; historical 'no choice requires input' status not retained.
179,Next Architecture Stage,6127,6167,41,6,PROJECT_ROADMAP / HISTORICAL_DESIGN_SEQUENCE,no,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed) / archived legacy contract,MOVED_OUT_PASS6,"Describes what design work should happen next, not the resulting architecture. Next transaction/durability design-stage roadmap removed from technical architecture; transaction §180+ remains pending Pass 7/8."
180,"Transaction, MVCC, Locking, WAL, Recovery, and Vacuum Contract",6168,6207,40,7,SUBSYSTEM_CONTRACT_INTRODUCTION,yes,no,MERGE_INTO_PART_INTRODUCTION,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Use as subsystem framing; do not retain a second independent contract layer. Transaction subsystem coordination framing migrated to §9.1 while WAL/recovery/vacuum implementation details remain with their later owner chapters.
181,Architecture Refinement: No Physical User-Transaction Undo,6208,6287,80,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_REFINEMENT_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. No-physical-user-DML-undo refinement and aborted INSERT/DELETE/UPDATE logical effects migrated to §10.1; later recovery mechanism remains outside Pass 7.
182,Reserved Transaction IDs,6288,6315,28,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. INVALID/FROZEN/FIRST_NORMAL TxnId values, monotonic non-reuse, and freezing rationale migrated to §9.2."
183,Durable Transaction-ID Reservation,6316,6349,34,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_GAP_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. 1,048,576-ID durable reservation-block rule and crash-gap/non-reuse semantics migrated to §9.3. Exact reserved_txn_id_end inclusivity remains R-023; control-file physical format remains Pass 8."
184,Transaction Object,6350,6382,33,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Transaction conceptual fields, state set, monotonic/terminal lifecycle semantics migrated to §9.4."
185,Isolation Levels,6383,6413,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. READ COMMITTED default, REPEATABLE READ=snapshot isolation, non-serializable wording, and deferred SSI/predicate mechanisms migrated to §9.5/Appendix C."
186,Command IDs,6414,6445,32,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. CommandId zero validity, one increment per completed statement, and cmin/cmax statement-order purpose migrated to §9.6."
187,Snapshot Representation,6446,6507,62,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_GAP_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Snapshot xmin/xmax/active/owner/command representation and visibility meanings migrated to §9.7. Exact owner-in-active/xmin derivation remains R-024.
188,Snapshot Capture Synchronization,6508,6540,33,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Atomic snapshot high-water-mark + active-registry capture and short synchronization lifetime migrated to §9.8.
189,READ COMMITTED Snapshots,6541,6564,24,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Per-statement stable READ COMMITTED snapshot registration/completion semantics migrated to §9.9.
190,REPEATABLE READ Snapshots,6565,6590,26,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. First-statement transaction snapshot, later command-id updates, transaction-lifetime registration/vacuum pinning migrated to §9.10."
191,Transaction Status Store,6591,6622,32,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_FORMAT_GAP_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. txn_status.dat, page organization, four persistent status names, runtime IN_PROGRESS model, and 2-bit capacity migrated to §9.11; missing persistent codes/RESERVED semantics recorded as R-022."
192,Transaction Status Page Mapping,6623,6650,28,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_FORMAT_GAP_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. 32-byte header, 8160-byte payload, 32,640 statuses/page and pure mapping requirement migrated to §9.12; exact mapping arithmetic remains R-022."
193,Transaction Status Lookup,6651,6684,34,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. FROZEN/SELF/IN_PROGRESS/terminal lookup order and unknown-referenced-TxnId invariant migrated to §9.13.
194,Commit Status Publication,6685,6714,30,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_BOUNDARY_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Commit visibility/publication ordering, status-page non-force rule and page-LSN relationship migrated to §9.14.1 without importing WAL layout/group-commit mechanics."
195,Abort Status Publication,6715,6744,30,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_BOUNDARY_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Abort publication ordering, conditional abort WAL presence, no immediate fsync requirement, and loser fallback migrated to §9.14.2 without importing recovery implementation."
196,Read-Only Transactions,6745,6765,21,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Read-only transaction TxnId/snapshot participation with no commit-WAL/status requirement migrated to §9.15.
197,Tuple Visibility: Creator Rule,6766,6810,45,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Exact creator visibility algorithm including FROZEN/self cmin/committed/xmax/active rules migrated to §10.2.
198,Tuple Visibility: Deleter Rule,6811,6883,73,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Exact deleter visibility algorithm including self cmax, aborted/in-progress/committed-other rules migrated to §10.3."
199,Visibility Algorithm Summary,6884,6903,20,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Visibility evaluation order and no-read-lock rule migrated to §10.4.
200,Hint Cleanup,6904,6943,40,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_BOUNDARY_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Aborted-xmax cleanup and ancient-creator FROZEN cleanup migrated to §10.5; exact freeze horizon remains for Pass 9.
201,Logical Lock Types,6944,6969,26,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Exclusive-only TUPLE_WRITE/UNIQUE_KEY v1 LockManager scope and future lock families migrated to §11.1/Appendix C.
202,Tuple Write Lock Key,6970,6987,18,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Tuple-write key `(TableId, physical RID)` and mandatory post-wait refetch/revalidation migrated to §11.2."
203,Critical Lock/Latch Rule,6988,7018,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Never wait on logical locks while holding heap/B+/buffer/structural latches; release-lock-refetch pattern migrated to §11.3.
204,UPDATE / DELETE Write Conflict Protocol,7019,7058,40,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Complete UPDATE/DELETE tuple-write conflict cases and aborted/in-progress handling migrated to §11.4.
205,READ COMMITTED Write Conflict Behavior,7059,7087,29,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_BOUNDARY_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. READ COMMITTED committed-writer response as fresh-snapshot statement retry/re-evaluation migrated to §11.5; external retry-safe output boundary remains Pass 9.
206,REPEATABLE READ Write Conflict Behavior,7088,7103,16,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. REPEATABLE READ/snapshot-isolation post-snapshot write conflict abort / first-updater-wins rule migrated to §11.6.
207,Lost-Update Prevention,7104,7125,22,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Lost-update prevention combination and write-skew limitation migrated to §11.7.
