old_section,old_title,start_line,end_line,source_lines,rewrite_pass,source_role,locked_marker,rationale_present,migration,target,migration_status,notes
168,B+ Tree Milestone 2,5812,5831,20,6,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),MOVED_OUT_PASS6,Implementation sequence and milestone targets are project planning rather than system architecture. B+ Milestone 2 implementation sequencing removed from architecture and preserved in legacy source pending DEVELOPMENT.md.
169,B+ Tree Milestone 3,5832,5849,18,6,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),MOVED_OUT_PASS6,Implementation sequence and milestone targets are project planning rather than system architecture. B+ Milestone 3 implementation sequencing removed from architecture and preserved in legacy source pending DEVELOPMENT.md.
170,Required Deterministic Tests,5850,5885,36,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Architectural deterministic structural/key-format verification obligations migrated to §41.2; milestone test recipe remains outside contract.
171,Duplicate Stress Test,5886,5905,20,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Duplicate-spanning-leaves physical-order verification migrated to §41.2.
172,Randomized Tests,5906,5934,29,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Randomized sorted-oracle/reopen/reproducible-seed requirements migrated to §41.2.
173,Concurrent Tests,5935,5954,20,6,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),SPLIT_VERIFICATION_PASS6,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Concurrent stress/deadlock/tiny-buffer obligations migrated to §41.2.
174,B+ Tree Benchmarks,5955,6011,57,6,PERFORMANCE_VERIFICATION,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §42 — Performance Requirements + VERIFICATION.md (proposed),SPLIT_PERFORMANCE_PASS6,Keep required performance properties/metrics; move benchmark procedures/checklists to verification documentation. B+ benchmark metrics/key-shapes/hot-vs-larger-than-buffer dimensions migrated to §42.1; procedural benchmark plan remains outside architecture.
175,Deliberately Deferred B+ Tree Features,6012,6039,28,6,DEFERRED_SCOPE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,CONSOLIDATED_DEFERRED_PASS6,Preserve explicitly deferred functionality as a scope boundary and consolidate it by subsystem. Deferred B+ feature set consolidated into Appendix C.
176,First Post-Correctness Optimization Candidates,6040,6058,19,6,FUTURE_EXPERIMENTS / RATIONALE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,CONSOLIDATED_FUTURE_PASS6,Preserve future experiment ideas without presenting them as current v1 requirements. Future post-correctness B+ experiments consolidated into Appendix C without implementation-order/tuning instructions.
177,B+ Tree Invariants,6059,6087,29,6,ARCHITECTURAL_INVARIANTS,yes,no,MERGE_AND_DEDUPLICATE,ARCHITECTURE_NEW.md §B — Global Invariants,MIGRATED_INVARIANTS_PASS6,Preserve every invariant; colocate subsystem-specific invariants with their owning chapters where useful. All 20 legacy B+ invariants preserved/expanded in §8.29 with AI-specific wording removed.
178,Decisions Added by the B+ Tree Architecture,6088,6126,39,6,ARCHITECTURE_DECISION_SUMMARY,yes,no,MERGE_AND_DEDUPLICATE,ARCHITECTURE_NEW.md §8 — B+ Tree Indexing,MERGED_DEDUP_PASS6,Decision summaries duplicate detailed contracts; preserve unique rationale and ensure each decision has one canonical definition. B+ decision-summary items verified against canonical §8 and deduplicated; historical 'no choice requires input' status not retained.
179,Next Architecture Stage,6127,6167,41,6,PROJECT_ROADMAP / HISTORICAL_DESIGN_SEQUENCE,no,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed) / archived legacy contract,MOVED_OUT_PASS6,"Describes what design work should happen next, not the resulting architecture. Next transaction/durability design-stage roadmap removed from technical architecture; transaction §180+ remains pending Pass 7/8."
180,"Transaction, MVCC, Locking, WAL, Recovery, and Vacuum Contract",6168,6207,40,7,SUBSYSTEM_CONTRACT_INTRODUCTION,yes,no,MERGE_INTO_PART_INTRODUCTION,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Use as subsystem framing; do not retain a second independent contract layer. Transaction subsystem coordination framing migrated to §9.1 while WAL/recovery/vacuum implementation details remain with their later owner chapters.
181,Architecture Refinement: No Physical User-Transaction Undo,6208,6287,80,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_REFINEMENT_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. No-physical-user-DML-undo refinement and aborted INSERT/DELETE/UPDATE logical effects migrated to §10.1; later recovery mechanism remains outside Pass 7.
182,Reserved Transaction IDs,6288,6315,28,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. INVALID/FROZEN/FIRST_NORMAL TxnId values, monotonic non-reuse, and freezing rationale migrated to §9.2."
183,Durable Transaction-ID Reservation,6316,6349,34,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_GAP_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. 1,048,576-ID durable reservation-block rule and crash-gap/non-reuse semantics migrated to §9.3. Exact reserved_txn_id_end inclusivity remains R-023; control-file physical format remains Pass 8."
184,Transaction Object,6350,6382,33,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Transaction conceptual fields, state set, monotonic/terminal lifecycle semantics migrated to §9.4."
185,Isolation Levels,6383,6413,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. READ COMMITTED default, REPEATABLE READ=snapshot isolation, non-serializable wording, and deferred SSI/predicate mechanisms migrated to §9.5/Appendix C."
186,Command IDs,6414,6445,32,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. CommandId zero validity, one increment per completed statement, and cmin/cmax statement-order purpose migrated to §9.6."
187,Snapshot Representation,6446,6507,62,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_GAP_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Snapshot xmin/xmax/active/owner/command representation and visibility meanings migrated to §9.7. Exact owner-in-active/xmin derivation remains R-024.
188,Snapshot Capture Synchronization,6508,6540,33,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Atomic snapshot high-water-mark + active-registry capture and short synchronization lifetime migrated to §9.8.
189,READ COMMITTED Snapshots,6541,6564,24,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Per-statement stable READ COMMITTED snapshot registration/completion semantics migrated to §9.9.
190,REPEATABLE READ Snapshots,6565,6590,26,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. First-statement transaction snapshot, later command-id updates, transaction-lifetime registration/vacuum pinning migrated to §9.10."
191,Transaction Status Store,6591,6622,32,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_FORMAT_GAP_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. txn_status.dat, page organization, four persistent status names, runtime IN_PROGRESS model, and 2-bit capacity migrated to §9.11; missing persistent codes/RESERVED semantics recorded as R-022."
192,Transaction Status Page Mapping,6623,6650,28,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_WITH_FORMAT_GAP_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. 32-byte header, 8160-byte payload, 32,640 statuses/page and pure mapping requirement migrated to §9.12; exact mapping arithmetic remains R-022."
193,Transaction Status Lookup,6651,6684,34,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. FROZEN/SELF/IN_PROGRESS/terminal lookup order and unknown-referenced-TxnId invariant migrated to §9.13.
194,Commit Status Publication,6685,6714,30,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_BOUNDARY_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Commit visibility/publication ordering, status-page non-force rule and page-LSN relationship migrated to §9.14.1 without importing WAL layout/group-commit mechanics."
195,Abort Status Publication,6715,6744,30,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_BOUNDARY_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Abort publication ordering, conditional abort WAL presence, no immediate fsync requirement, and loser fallback migrated to §9.14.2 without importing recovery implementation."
196,Read-Only Transactions,6745,6765,21,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §9 — Transaction Lifecycle and Snapshots,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Read-only transaction TxnId/snapshot participation with no commit-WAL/status requirement migrated to §9.15.
197,Tuple Visibility: Creator Rule,6766,6810,45,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Exact creator visibility algorithm including FROZEN/self cmin/committed/xmax/active rules migrated to §10.2.
198,Tuple Visibility: Deleter Rule,6811,6883,73,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Exact deleter visibility algorithm including self cmax, aborted/in-progress/committed-other rules migrated to §10.3."
199,Visibility Algorithm Summary,6884,6903,20,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Visibility evaluation order and no-read-lock rule migrated to §10.4.
200,Hint Cleanup,6904,6943,40,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §10 — MVCC Visibility and Tuple-Version Semantics,MIGRATED_BOUNDARY_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Aborted-xmax cleanup and ancient-creator FROZEN cleanup migrated to §10.5; exact freeze horizon remains for Pass 9.
201,Logical Lock Types,6944,6969,26,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Exclusive-only TUPLE_WRITE/UNIQUE_KEY v1 LockManager scope and future lock families migrated to §11.1/Appendix C.
202,Tuple Write Lock Key,6970,6987,18,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Tuple-write key `(TableId, physical RID)` and mandatory post-wait refetch/revalidation migrated to §11.2."
203,Critical Lock/Latch Rule,6988,7018,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Never wait on logical locks while holding heap/B+/buffer/structural latches; release-lock-refetch pattern migrated to §11.3.
204,UPDATE / DELETE Write Conflict Protocol,7019,7058,40,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Complete UPDATE/DELETE tuple-write conflict cases and aborted/in-progress handling migrated to §11.4.
205,READ COMMITTED Write Conflict Behavior,7059,7087,29,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_BOUNDARY_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. READ COMMITTED committed-writer response as fresh-snapshot statement retry/re-evaluation migrated to §11.5; external retry-safe output boundary remains Pass 9.
206,REPEATABLE READ Write Conflict Behavior,7088,7103,16,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. REPEATABLE READ/snapshot-isolation post-snapshot write conflict abort / first-updater-wins rule migrated to §11.6.
207,Lost-Update Prevention,7104,7125,22,7,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Lost-update prevention combination and write-skew limitation migrated to §11.7.
208,Unique-Key Lock Key,7126,7142,17,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. UniqueLockKey `(IndexId, full encoded user-key bytes)` and full-key collision resolution migrated to §11.8."
209,Unique-Key Lock Protocol,7143,7166,24,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Unique-key lock acquisition for INSERT/UPDATE/DELETE, transaction duration, deterministic key order, NULL-key rule migrated to §11.9."
210,Unique Check Semantics,7167,7184,18,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Current-state uniqueness scan across all physical B+ matches and heap/status evaluation migrated to §11.10.
211,Lock Duration,7185,7202,18,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Strict transaction-duration tuple/unique lock lifetime migrated to §11.11.
212,Lock Table,7203,7233,31,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial mutex/hash-map LockQueue, current owner/FIFO waiters, exclusive compatibility and future extensibility migrated to §11.12."
213,Deadlock Detection,7234,7262,29,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Wait-for graph, cycle detection options, highest-TxnId victim, cancellation/wakeup and timeout fallback migrated to §11.13."
214,B+ Tree Latches Are Not LockManager Locks,7263,7282,20,7,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §11 — Logical Locking and Write Conflicts,MIGRATED_PASS7,Preserve normative semantics; reorganize into the canonical subsystem chapter. Hard separation between B+/heap/buffer latches and LockManager logical locks migrated to §11.14.
215,WAL Physical Organization,7283,7318,36,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. One logical WAL stream, 64 MiB segments, LSN byte-position semantics and rationale migrated to §12.2."
216,WAL Record Alignment,7319,7341,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_WITH_FORMAT_GAP_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. 8-byte alignment, no record crossing a segment, and padding behavior migrated to §12.3; exact padding/length grammar remains R-025."
217,WAL Record Header,7342,7376,35,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_WITH_FORMAT_GAP_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Exact 48-byte WAL header and CRC semantic coverage migrated to §12.4; codes/flags/reserved/length convention remain R-025.
218,Per-Transaction WAL Chain,7377,7411,35,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Per-transaction WAL chain and system-record zero identity migrated to §12.5.
219,WAL Record Types,7412,7440,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_WITH_FORMAT_GAP_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial WAL record families migrated to §12.6; numeric record_type codes remain R-025.
220,PAGE_DELTA Record,7441,7481,41,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_WITH_FORMAT_GAP_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. PAGE_DELTA physiological redo, complete patches and page_lsn rule migrated to §12.7; payload byte grammar remains R-025."
221,PAGE_INIT Record,7482,7504,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_WITH_FORMAT_GAP_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. PAGE_INIT full page after-image/use cases migrated to §12.8; payload metadata bytes remain R-025.
222,Torn-Page Protection,7505,7528,24,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. First post-checkpoint modification full-page-image rule migrated to §12.9.
223,Full-Page Image Semantics,7529,7557,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. PAGE_IMAGE complete after-image/torn-page redo/FPI epoch semantics migrated to §12.9.1.
224,Why Full-Page Images Are Checkpoint-Epoch Based,7558,7583,26,8,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_RATIONALE_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Checkpoint-epoch full-page-image rationale migrated to §12.9.2.
225,B+ Tree Mini-Transactions,7584,7611,28,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. All B+ mutations as redoable non-user-rollback MTR actions migrated to §12.10.
226,Atomic BTREE_MTR WAL Record,7612,7642,31,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_WITH_FORMAT_GAP_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Atomic one-record BTREE_MTR and common MTR page_lsn semantics migrated to §12.10.1; payload grammar remains R-025.
227,B+ Mini-Transaction No-Flush Barrier,7643,7682,40,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. MTR no-flush barrier and seven-step protocol migrated to §12.10.2 and synchronized with Chapters 7–8.
228,B+ Tree Changes Survive User Abort,7683,7709,27,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. B+ physical entry/tree-shape survival across user abort migrated to §12.10.3.
229,Heap WAL Ordering Relative to Index WAL,7710,7728,19,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Heap redo before index MTR dependency migrated to §12.11.
230,WAL Buffer,7729,7763,35,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. 8 MiB WAL append buffer, initial mutex and future implementation freedom migrated to §12.12."
231,WAL Writer / Flusher,7764,7786,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Dedicated WAL writer/flusher, fdatasync, durable_lsn, wakeup and ~10ms background default migrated to §12.13."
232,Group Commit,7787,7815,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Mandatory group commit migrated to §12.14.
233,Commit Coordinator,7816,7838,23,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. CommitCoordinator monotonic durable_lsn wait and instrumentation migrated to §12.14.
234,Synchronous Commit,7839,7860,22,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Synchronous commit and async deferral migrated to §12.15/Appendix C.
235,Dirty Page recLSN,7861,7897,37,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_CROSS_CHAPTER_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Exact rec_lsn dirty-interval semantics migrated to §12.16 and synchronized into Chapter 7.
236,WAL-Before-Data Restatement,7898,7926,29,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §12 — Write-Ahead Logging and Commit Durability,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. WAL-before-data across page classes plus MTR no-flush barrier migrated to §12.17.
237,Database Control File,7927,7970,44,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,MIGRATED_WITH_FORMAT_GAP_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. 8192-byte database.control, 2x4096 slots, semantic fields/highest-generation selection migrated to §13.2; byte codec remains R-026."
238,Control File Update Frequency,7971,7984,14,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Control file durable update frequency migrated to §13.3.
239,Fuzzy Checkpoint Goal,7985,7996,12,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,MIGRATED_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Fuzzy checkpoint goal migrated to §13.4.
240,Checkpoint Protocol,7997,8018,22,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,MIGRATED_WITH_FORMAT_GAP_PASS8,Preserve normative semantics; reorganize into the canonical subsystem chapter. Checkpoint capture/install/FPI-epoch protocol migrated to §13.5; exact checkpoint identity remains R-027.
241,Dirty-Page Table Checkpoint Entry,8019,8037,19,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,MIGRATED_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. DPT `(PageId,rec_lsn)` capture and synchronization rule migrated to §13.6."
242,Active Writer Transaction Checkpoint Entry,8038,8056,19,8,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §13 — Checkpointing and Crash Recovery,MIGRATED_PASS8,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Active writer checkpoint entry `(TxnId,last_wal_lsn)` migrated to §13.7."
